cust_code,customer_name,doc_date,total_amount
นน-156,อู่ณัฐ,2014-01-25,550.00
นน-32,ต้อย ไดนาโม,2014-01-25,400.00
151,สด,2014-01-25,19190.00
กท-05,UP2 ซัพพลาย,2014-01-26,17000.00
นน-63,ยาวไดนาโมแอร์,2014-01-25,1700.00
นน-07,โชคชัยออโต้แอร์,2014-01-25,1200.00
นน-68,ท.การช่าง,2014-01-25,2500.00
นน-65,กาญจนาอะไหล่แอร์,2014-01-06,1878.49
นน-157,พฤธาแอร์,2014-02-12,1000.00
นน-68,ท.การช่าง,2014-01-27,1000.00
กท-50,นิวสยามแอร์   3   แคราย,2014-01-27,1300.00
นน-43,เล็กเซอร์วิส,2014-01-27,1350.00
นน-121,(ยกเลิก) R-MOTER,2014-01-27,1770.00
นน-69,เค ที เซอร์วิส,2014-03-01,1100.00
151,สด,2014-02-14,1600.00
นน-13,ธนกฤตแอร์,2014-01-27,1000.00
นน-151,สมพงษ์แอร์,2014-01-27,550.00
151,สด,2014-01-27,20280.00
นน-151,สมพงษ์แอร์,2014-01-26,3300.00
นน-166,ช่างมนต์,2014-01-27,1600.00
นน-32,ต้อย ไดนาโม,2014-02-14,7050.00
นน-158,กิจเจริญออโต้แอร์ (รัตนา),2014-02-15,500.00
นน-122,ร้าน ช่างโรจน์,2014-02-13,2520.00
นน-157,พฤธาแอร์,2014-01-27,1380.00
นน-157,พฤธาแอร์,2014-01-27,350.00
กท-50,นิวสยามแอร์   3   แคราย,2014-02-01,2342.49
นน-156,อู่ณัฐ,2014-01-27,840.00
นน-68,ท.การช่าง,2014-01-27,1950.00
นน-122,ร้าน ช่างโรจน์,2014-02-14,1625.00
นน-37,เจฟฟรี่เซอร์วิส,2014-01-26,1000.00
นน-63,ยาวไดนาโมแอร์,2014-01-26,440.00
151,สด,2014-01-27,11100.00
กท-05,UP2 ซัพพลาย,2014-01-27,2800.00
นน-65,กาญจนาอะไหล่แอร์,2014-01-27,850.00
นน-66,ห้างหุ้นส่วนจำกัด พระนคร ออโต้แอร์ (สำนักงานใหญ่),2014-01-27,3850.00
นน-156,อู่ณัฐ,2014-01-27,30.00
นน-68,ท.การช่าง,2014-01-28,2100.00
นน-121,(ยกเลิก) R-MOTER,2014-01-28,2200.00
กท-50,นิวสยามแอร์   3   แคราย,2014-01-28,2000.00
กท-01,สุเทพอะไหล่แอร์,2014-02-14,2300.00
กท-25,นทีทอง ออโต้แอร์,2014-02-13,1100.00
นน-65,กาญจนาอะไหล่แอร์,2014-01-17,800.00
นน-65,กาญจนาอะไหล่แอร์,2014-01-06,5150.00
กท-25,นทีทอง ออโต้แอร์,2014-01-28,1800.00
นน-69,เค ที เซอร์วิส,2014-01-02,400.00
นน-69,เค ที เซอร์วิส,2014-01-04,2130.00
นน-69,เค ที เซอร์วิส,2014-01-25,1250.00
151,สด,2014-03-03,4400.00
นน-13,ธนกฤตแอร์,2014-01-03,400.00
นน-13,ธนกฤตแอร์,2014-01-02,1250.00
นน-13,ธนกฤตแอร์,2014-01-02,150.00
นน-13,ธนกฤตแอร์,2014-01-10,2250.00
นน-13,ธนกฤตแอร์,2014-01-10,1800.00
นน-13,ธนกฤตแอร์,2014-01-29,1520.00
นน-13,ธนกฤตแอร์,2014-01-29,2500.00
นน-13,ธนกฤตแอร์,2014-01-15,1000.00
นน-13,ธนกฤตแอร์,2014-01-30,1200.00
นน-13,ธนกฤตแอร์,2014-01-31,1000.00
นน-55,BMW (คุณกิตติพงษ์)นนทบุรี,2014-01-25,17000.00
ปท-02,บริษัท ยินดีแอร์ (รถยนต์) จำกัด,2014-01-17,1400.00
ปท-02,บริษัท ยินดีแอร์ (รถยนต์) จำกัด,2014-01-27,20595.58
นน-66,ห้างหุ้นส่วนจำกัด พระนคร ออโต้แอร์ (สำนักงานใหญ่),2014-01-14,6520.00
นน-66,ห้างหุ้นส่วนจำกัด พระนคร ออโต้แอร์ (สำนักงานใหญ่),2014-01-03,850.00
นน-66,ห้างหุ้นส่วนจำกัด พระนคร ออโต้แอร์ (สำนักงานใหญ่),2014-01-29,1200.00
นน-66,ห้างหุ้นส่วนจำกัด พระนคร ออโต้แอร์ (สำนักงานใหญ่),2014-01-29,16000.00
นน-66,ห้างหุ้นส่วนจำกัด พระนคร ออโต้แอร์ (สำนักงานใหญ่),2014-01-10,7800.00
นน-09,ฮอนด้า เรวดี,2014-06-13,350.00
กท-43,นิวสยามแอร์,2014-01-04,2340.00
กท-43,นิวสยามแอร์,2014-01-23,3309.12
กท-43,นิวสยามแอร์,2014-01-31,5330.00
นน-111,เอ็ม เค ออโต้แอร์,2014-02-03,6500.00
กท-85,บริษัท คูลลิ่งซาวด์ (สำนักงานใหญ่),2014-02-03,1350.00
กท-43,นิวสยามแอร์,2014-02-03,2710.00
นน-117,มิตรสัมพันธ์,2014-02-03,1550.00
นน-73,N.K AUTO AIR,2014-02-03,1450.00
นน-37,เจฟฟรี่เซอร์วิส,2014-02-03,9740.00
นน-47,บริษัท พระราม 5 อะไหล่ จำกัด (ฮอนด้า),2014-02-03,5270.00
นน-63,ยาวไดนาโมแอร์,2014-02-03,200.00
นน-13,ธนกฤตแอร์,2014-02-03,2000.00
นน-156,อู่ณัฐ,2014-02-03,1150.00
151,สด,2014-02-03,8800.00
นน-65,กาญจนาอะไหล่แอร์,2014-03-01,800.00
นน-09,ฮอนด้า เรวดี,2014-02-03,1700.00
นน-157,พฤธาแอร์,2014-02-25,1200.00
นน-159,ทีเอส ออโต้ เซอร์วิส (โฟล์ค รัตนา),2014-02-03,850.00
นน-177,AC. ออโต้แอร์,2014-02-03,1300.00
นน-156,อู่ณัฐ,2014-02-03,820.00
151,สด,2014-02-03,3080.00
151,สด,2014-02-03,4600.00
กท-43,นิวสยามแอร์,2014-02-03,5100.00
กท-43,นิวสยามแอร์,2014-02-03,1700.00
นน-15,บริษัท โตโยต้านนทบุรี ผู้จำหน่ายโตโยต้า จำกัด,2014-02-14,150.00
นน-13,ธนกฤตแอร์,2014-03-01,250.00
นน-07,โชคชัยออโต้แอร์,2014-02-03,1850.00
กท-50,นิวสยามแอร์   3   แคราย,2014-02-03,1953.84
นน-43,เล็กเซอร์วิส,2014-02-03,200.00
นน-157,พฤธาแอร์,2014-02-03,5150.00
นน-32,ต้อย ไดนาโม,2014-02-03,670.00
นน-156,อู่ณัฐ,2014-02-01,1100.00
นน-156,อู่ณัฐ,2014-02-25,380.00
นน-160,ห้างหุ้นส่วนจำกัด ทีดับบลิว คาร์ทูนเนอร์,2014-02-03,1680.00
นน-63,ยาวไดนาโมแอร์,2014-06-21,320.00
นน-65,กาญจนาอะไหล่แอร์,2014-02-04,750.00
กท-43,นิวสยามแอร์,2014-02-04,4756.79
151,สด,2014-02-04,3320.00
นน-63,ยาวไดนาโมแอร์,2014-03-01,4850.00
นน-68,ท.การช่าง,2014-02-04,260.00
นน-162,เจริญยนต์ (เฮียดำ),2014-02-13,480.00
นน-121,(ยกเลิก) R-MOTER,2014-02-13,630.00
นน-167,อู่ แดวู,2014-03-01,2200.00
กท-01,สุเทพอะไหล่แอร์,2014-02-04,11454.12
นน-177,AC. ออโต้แอร์,2014-03-22,1800.00
151,สด,2014-02-13,1200.00
นน-157,พฤธาแอร์,2014-02-04,3680.00
กท-50,นิวสยามแอร์   3   แคราย,2014-02-04,800.00
นน-43,เล็กเซอร์วิส,2014-02-14,520.00
นน-13,ธนกฤตแอร์,2014-02-04,2650.00
151,สด,2014-02-04,15300.00
นน-32,ต้อย ไดนาโม,2014-02-13,2000.00
นน-117,มิตรสัมพันธ์,2014-02-04,450.00
นน-130,เค เอส คูลลิ่ง,2014-02-04,1635.00
นน-172,ซายางยนต์,2014-02-04,1600.00
นน-07,โชคชัยออโต้แอร์,2014-03-01,1700.00
นน-160,ห้างหุ้นส่วนจำกัด ทีดับบลิว คาร์ทูนเนอร์,2014-02-04,8860.00
นน-160,ห้างหุ้นส่วนจำกัด ทีดับบลิว คาร์ทูนเนอร์,2014-02-04,1700.00
นน-63,ยาวไดนาโมแอร์,2014-06-21,800.00
151,สด,2014-02-04,2200.00
นน-13,ธนกฤตแอร์,2014-03-01,250.00
กท-25,นทีทอง ออโต้แอร์,2014-02-03,2770.00
กท-50,นิวสยามแอร์   3   แคราย,2014-02-13,8600.00
นน-68,ท.การช่าง,2014-02-04,1750.00
นน-65,กาญจนาอะไหล่แอร์,2014-02-04,290.00
151,สด,2014-02-15,4400.00
151,สด,2014-02-04,13100.00
นน-130,เค เอส คูลลิ่ง,2014-02-14,3320.00
นน-157,พฤธาแอร์,2014-02-04,500.00
นน-156,อู่ณัฐ,2014-02-13,1100.00
นน-63,ยาวไดนาโมแอร์,2014-06-13,1670.00
นน-111,เอ็ม เค ออโต้แอร์,2014-03-01,150.00
กท-73,หจก. ไอซ์แลนด์อุปกรณ์เครื่องเย็น,2014-02-05,3650.00
นน-117,มิตรสัมพันธ์,2014-02-26,1370.00
นน-111,เอ็ม เค ออโต้แอร์,2014-02-15,850.00
นน-157,พฤธาแอร์,2014-02-05,470.00
กท-85,บริษัท คูลลิ่งซาวด์ (สำนักงานใหญ่),2014-02-05,1750.00
นน-122,ร้าน ช่างโรจน์,2014-02-15,950.00
กท-85,บริษัท คูลลิ่งซาวด์ (สำนักงานใหญ่),2014-03-03,2030.00
นน-66,ห้างหุ้นส่วนจำกัด พระนคร ออโต้แอร์ (สำนักงานใหญ่),2014-02-13,3850.00
นน-117,มิตรสัมพันธ์,2014-02-05,1650.00
นน-117,มิตรสัมพันธ์,2014-03-01,1100.00
นน-177,AC. ออโต้แอร์,2014-02-05,3300.00
นน-69,เค ที เซอร์วิส,2014-02-15,600.00
นน-09,ฮอนด้า เรวดี,2014-02-05,750.00
กท-43,นิวสยามแอร์,2014-02-05,1990.00
นน-41,กอยิ่งเจริญ,2014-02-13,150.00
กท-25,นทีทอง ออโต้แอร์,2014-02-05,3370.00
นน-156,อู่ณัฐ,2014-02-05,270.00
กท-25,นทีทอง ออโต้แอร์,2014-02-26,6650.00
นน-09,ฮอนด้า เรวดี,2014-02-05,1500.00
นน-43,เล็กเซอร์วิส,2014-02-05,1800.00
151,สด,2014-02-05,2000.00
151,สด,2014-02-05,3477.50
นน-157,พฤธาแอร์,2014-02-05,1000.00
นน-13,ธนกฤตแอร์,2014-02-05,2450.00
กท-43,นิวสยามแอร์,2014-02-05,2500.00
กท-25,นทีทอง ออโต้แอร์,2014-02-05,1883.20
นน-65,กาญจนาอะไหล่แอร์,2014-02-05,35.00
นน-175,ASS,2014-02-05,400.00
151,สด,2014-02-05,2250.00
นน-32,ต้อย ไดนาโม,2014-02-05,1030.00
151,สด,2014-02-05,2300.00
นน-41,กอยิ่งเจริญ,2014-02-06,400.00
นน-13,ธนกฤตแอร์,2014-02-06,4760.00
นน-37,เจฟฟรี่เซอร์วิส,2014-02-15,570.00
นน-43,เล็กเซอร์วิส,2014-02-06,300.00
กท-50,นิวสยามแอร์   3   แคราย,2014-02-13,3560.00
นน-122,ร้าน ช่างโรจน์,2014-02-15,2600.00
151,สด,2014-03-01,15200.00
นน-130,เค เอส คูลลิ่ง,2014-02-13,2600.00
นน-157,พฤธาแอร์,2014-02-06,8450.00
นน-121,(ยกเลิก) R-MOTER,2014-02-26,150.00
นน-63,ยาวไดนาโมแอร์,2014-02-06,150.00
นน-41,กอยิ่งเจริญ,2014-02-15,400.00
กท-01,สุเทพอะไหล่แอร์,2014-02-06,1610.00
151,สด,2014-02-06,9500.00
นน-117,มิตรสัมพันธ์,2014-02-06,550.00
นน-117,มิตรสัมพันธ์,2014-02-06,1740.00
กท-25,นทีทอง ออโต้แอร์,2014-02-06,9400.00
นน-177,AC. ออโต้แอร์,2014-02-06,1500.00
นน-66,ห้างหุ้นส่วนจำกัด พระนคร ออโต้แอร์ (สำนักงานใหญ่),2014-02-06,1100.00
นน-67,ชัยฤทธิ์แอร์,2014-02-12,4100.00
นน-164,PW WORKSHOP (อู่ วิฑูรย์ บริการ),2014-02-15,600.00
นน-122,ร้าน ช่างโรจน์,2014-02-06,1950.00
151,สด,2014-02-06,2130.00
กท-25,นทีทอง ออโต้แอร์,2014-02-06,1800.00
กท-50,นิวสยามแอร์   3   แคราย,2014-02-06,1400.00
นน-13,ธนกฤตแอร์,2014-02-06,350.00
นน-175,ASS,2014-02-06,200.00
กท-43,นิวสยามแอร์,2014-02-05,4350.00
กท-43,นิวสยามแอร์,2014-03-28,8660.00
อย-05,ภานุ ยิงทราย,2014-02-15,3500.00
นน-07,โชคชัยออโต้แอร์,2014-02-23,1500.00
นน-161,ภูผาแอร์,2014-02-07,2600.00
นน-32,ต้อย ไดนาโม,2014-02-15,3800.00
นน-151,สมพงษ์แอร์,2014-03-01,2740.00
นน-157,พฤธาแอร์,2014-02-15,2150.00
